"citation_key","ENTRYTYPE","colrev_status","author","title","year","type","journal","doi"
"000235","article","no_status","Hateley, Erica","Feasibility of tele-ultrasound for the assessment of the lungs and pleura: A systematic review (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00305"
"000236","article","no_status","Narayan, Shawna and Gooderham, Ellie and Spencer, Sarah and McCracken, Rita and Hedden, Lindsay","Virtual Primary Care for People with Opioid Use Disorder: A Scoping Review of Current Strategies, Benefits, and Challenges (Canada Commons).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00333"
"000237","article","no_status","Narayan, Shawna and Gooderham, Ellie and Spencer, Sarah and McCracken, Rita and Hedden, Lindsay","Virtual Primary Care for People with Opioid Use Disorder: A Scoping Review of Current Strategies, Benefits, and Challenges (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00329"
"000238","article","no_status","White, Jacob and Kim, Thanh","cfDNA in screening or early detection and diagnosis of hepatocellular carcinoma (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00334"
"000239","article","no_status","Narayan, Shawna and Gooderham, Ellie and Spencer, Sarah and McCracken, Rita and Hedden, Lindsay","Virtual Primary Care for People with Opioid Use Disorder: A Scoping Review of Current Strategies, Benefits, and Challenges (Medline, Ovid).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00331"
"000240","article","no_status","Narayan, Shawna and Gooderham, Ellie and Spencer, Sarah and McCracken, Rita and Hedden, Lindsay","Virtual Primary Care for People with Opioid Use Disorder: A Scoping Review of Current Strategies, Benefits, and Challenges (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00332"
"000241","article","no_status","Narayan, Shawna and Gooderham, Ellie and Spencer, Sarah and McCracken, Rita and Hedden, Lindsay","Virtual Primary Care for People with Opioid Use Disorder: A Scoping Review of Current Strategies, Benefits, and Challenges (Embase, Ovid).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00330"
"000242","article","no_status","Whitney, Cory","Preserving food environments and livelihoods: Transitions and challenges for the Ca Dong people in Vietnam (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00328"
"000243","article","no_status","Whitney, Cory","Nutrition interventions for enhanced child health outcomes in Vietnam (Google Scholar).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00327"
"000244","article","no_status","Cornelissen, M. P.","Long-term outcomes of avulsion fractures in the foot after supination trauma (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00326"
"000245","article","no_status","Cornelissen, M. P.","Long-term outcomes of avulsion fractures in the foot after supination trauma (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00325"
"000246","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (CINAHL Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00318"
"000247","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00324"
"000248","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00322"
"000249","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00323"
"000250","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (Dentistry and Oral Sciences Source).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00320"
"000251","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (EMBASE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00321"
"000252","article","no_status","Robinson, Cayla M. and Sangalli, Linda","Dentist's Awareness of Obstructive Sleep Apnea (Cochrane CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00319"
"000253","article","no_status","Gimenes, Ângela Cristina R. and Cury, Elenir Rose Jardim","Public health policies for children and youth with special health care needs in OECD member countries and Brazil (LILACS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00317"
"000254","article","no_status","Gimenes, Ângela Cristina R. and Cury, Elenir Rose Jardim","Public health policies for children and youth with special health care needs in OECD member countries and Brazil (SCOPUS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00315"
"000255","article","no_status","Gimenes, Ângela Cristina R. and Cury, Elenir Rose Jardim","Public health policies for children and youth with special health care needs in OECD member countries and Brazil (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00316"
"000256","article","no_status","Gimenes, Ângela Cristina R. and Cury, Elenir Rose Jardim","Public health policies for children and youth with special health care needs in OECD member countries and Brazil (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00314"
"000257","article","no_status","Barkelind, Malin","Changes in Documentation Due to Patient Access to Electronic Health Records (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00306"
"000258","article","no_status","Gimenes, Ângela Cristina R. and Cury, Elenir Rose Jardim","Public health policies for children and youth with special health care needs in OECD member countries and Brazil (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00307"
"000259","article","no_status","van der Veer, Annemarieke and Madern, Tamara and van Lenthe, Frank","Financial Scarcity and Self-Control Related Dietary Behavior (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00313"
"000260","article","no_status","van der Veer, Annemarieke and Madern, Tamara and van Lenthe, Frank","Financial Scarcity and Self-Control Related Dietary Behavior (PsycINFO).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00311"
"000261","article","no_status","van der Veer, Annemarieke and Madern, Tamara and van Lenthe, Frank","Financial Scarcity and Self-Control Related Dietary Behavior (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00312"
"000262","article","no_status","van der Veer, Annemarieke and Madern, Tamara and van Lenthe, Frank","Financial Scarcity and Self-Control Related Dietary Behavior (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00310"
"000263","article","no_status","van der Veer, Annemarieke and Madern, Tamara and van Lenthe, Frank","Financial Scarcity and Self-Control Related Dietary Behavior (Academic Search Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00308"
"000264","article","no_status","van der Veer, Annemarieke and Madern, Tamara and van Lenthe, Frank","Financial Scarcity and Self-Control Related Dietary Behavior (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00309"
"000265","article","no_status","White, Jacob","Neonatal Airway Management Simulation (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00304"
"000266","article","no_status","White, Jacob","Neonatal Airway Management Simulation (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00302"
"000267","article","no_status","White, Jacob","Neonatal Airway Management Simulation (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00303"
"000268","article","no_status","White, Jacob","Dietary Carbs and Inflammatory Bowel Disease Risk (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00300"
"000269","article","no_status","White, Jacob","Dietary Carbs and Inflammatory Bowel Disease Risk (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00301"
"000270","article","no_status","Robinson, Cayla M. and Roach, Lauren A. B. and Northcutt, Caitlin A.","Healthcare Access Disparities & Motor Vehicle Crashes (CINAHL Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00298"
"000271","article","no_status","Robinson, Cayla M. and Roach, Lauren A. B. and Northcutt, Caitlin A.","Healthcare Access Disparities & Motor Vehicle Crashes (TRID & ITRD).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00299"
"000272","article","no_status","Robinson, Cayla M. and Roach, Lauren A. B. and Northcutt, Caitlin A.","Healthcare Access Disparities & Motor Vehicle Crashes (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00296"
"000273","article","no_status","Robinson, Cayla M. and Roach, Lauren A. B. and Northcutt, Caitlin A.","Healthcare Access Disparities & Motor Vehicle Crashes (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00297"
"000274","article","no_status","Robinson, Cayla M. and Roach, Lauren A. B. and Northcutt, Caitlin A.","Healthcare Access Disparities & Motor Vehicle Crashes (Medline, PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00295"
"000275","article","no_status","Sanchez-Villamil, Juana P. and Ochoa, Fredy Alexander and Portillo, Olger Camilo and Montero, Jose Miguel and Martinez Galán, Julian Paul","Systematic review of antibacterial activity of naringin and other flavanones against oral pathogens (ScienceDirect).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00289"
"000276","article","no_status","Sanchez-Villamil, Juana P. and Ochoa, Fredy Alexander and Portillo, Olger Camilo and Montero, Jose Miguel and Martinez Galán, Julian Paul","Systematic review of antibacterial activity of naringin and other flavanones against oral pathogens (Bvs (Scielo, LILACS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00288"
"000277","article","no_status","Hateley, Erica","Net-remission rates of biologics and small molecules in ulcerative colitis: A systematic review and network meta-analysis. (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00294"
"000278","article","no_status","Li, Teng","Low-Dose Versus Standard-Dose Computed Tomography-Guided Lung Biopsy (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00293"
"000279","article","no_status","Sanchez-Villamil, Juana P. and Ochoa, Fredy Alexander and Portillo, Olger Camilo and Montero, Jose Miguel and Martinez Galán, Julian Paul","Systematic review of antibacterial activity of naringin and other flavanones against oral pathogens (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00290"
"000280","article","no_status","Sanchez-Villamil, Juana P. and Ochoa, Fredy Alexander and Portillo, Olger Camilo and Montero, Jose Miguel and Martinez Galán, Julian Paul","Systematic review of antibacterial activity of naringin and other flavanones against oral pathogens (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00291"
"000281","article","no_status","Sanchez-Villamil, Juana P. and Ochoa, Fredy Alexander and Portillo, Olger Camilo and Montero, Jose Miguel and Martinez Galán, Julian Paul","Systematic review of antibacterial activity of naringin and other flavanones against oral pathogens (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00292"
"000282","article","no_status","Hateley, Erica","Net-remission rates of biologics and small molecules in ulcerative colitis: A systematic review and network meta-analysis. (Medline).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00287"
"000283","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Smakman, Matthijs and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (Web of Science Core Collection).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00280"
"000284","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Smakman, Matthijs and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (APA PsycInfo).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00285"
"000285","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Smakman, Matthijs and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (LISA).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00286"
"000286","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Smakman, Matthijs and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (LISTA).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00283"
"000287","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Smakman, Matthijs and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (Education Research Complete).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00284"
"000288","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Smakman, Matthijs and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (Scopus).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00281"
"000289","article","no_status","Boetje, Josien and Sichterman, Bo and van Ginkel, Stan and Matthijs, Smakman and Versendaal, Johan","Design principles for developing information problem solving competence in higher education: a protocol for a systematic review and meta-analysis (ERIC).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00282"
"000290","article","no_status","Greenberg, Brianna and Jiang, Stephanie and Nadler, Ashlie","Postoperative protocols for older adult acute surgical patients (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00279"
"000291","article","no_status","Hansel, Jan and Felton, Timothy W. and Mathioudakis, Alexander","Population pharmacokinetics critically ill beta lactam (Embase, Ovid).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00276"
"000292","article","no_status","Hansel, Jan and Felton, Timothy W. and Mathioudakis, Alexander","Population pharmacokinetics critically ill beta lactam (MEDLINE (R) All, Ovid).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00277"
"000293","article","no_status","Hansel, Jan and Felton, Timothy W. and Mathioudakis, Alexander","Population pharmacokinetics critically ill beta lactam (ClinicalTrials.gov).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00274"
"000294","article","no_status","Hansel, Jan and Felton, Timothy W. and Mathioudakis, Alexander","Population pharmacokinetics critically ill beta lactam (Cochrane, CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00275"
"000295","article","no_status","White, Jacob","Prebiotics for Inflammatory Bowel Disease (PubMed).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00272"
"000296","article","no_status","White, Jacob","Prebiotics for Inflammatory Bowel Disease (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00273"
"000297","article","no_status","Leoni, Silvia and Hung, Tony W. T.","A bibliometric portrait of the Erasmus student mobility: systematic scoping review.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00271"
"000298","article","no_status","Deberg, Jennifer","Family Caregivers of Older Adults Transitioning from Hospital to Home (PubMed)","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00151"
"000299","article","no_status","Robinson, Cayla and Davis, Amanda and Ibewuike, Alexandra","Cochlear Implantation and Social Determinants of Health.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00150"
"000300","article","no_status","Draper-Rodi, Jerry and Hohenschurz-Schmidt, David and MacMillan, Andrew and Fawkes, Carol and Thomson, Oliver and Storey, Sandy and Jebi, Wahida and Spadaccini, Jonathan and Delion, Tristan","Prevention of musculoskeletal pain and disability in Chiropractic, Osteopathy, and Physiotherapy (Chiro Index).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00127"
"000301","article","no_status","Siddiqui, Amna","Efficacy of Niraparib-bevacizumab combination maintenance therapy in Platinum-sensitive recurrent Ovarian Carcinoma.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00130"
"000302","article","no_status","Perse, Gilma Teresa Guimarães and Lins, Sílvia Maria de Sá Basílio and Jomar, Rafael Tavares and de Oliveira, Beatriz Guitton Renaud Baptista","Topical agents for the radiodermatitis prevention in cancer patients: systematic review (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00129"
"000303","article","no_status","Al Ghadban, Yasmina","A systematic review of prediction models for short- and longer-term outcomes in pregnant women affected by gestational diabetes (CENTRAL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00134"
"000304","article","no_status","Al Ghadban, Yasmina","A systematic review of prediction models for short- and longer-term outcomes in pregnant women affected by gestational diabetes (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00135"
"000305","article","no_status","Al Ghadban, Yasmina","A systematic review of prediction models for short- and longer-term outcomes in pregnant women affected by gestational diabetes (Embase).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00131"
"000306","article","no_status","Draper-Rodi, Jerry and Hohenschurz-Schmidt, David and MacMillan, Andrew and Fawkes, Carol and Thomson, Oliver and Storey, Sandy and Jebi, Wahida and Spadaccini, Jonathan and Delion, Tristan","Prevention of musculoskeletal pain and disability in Chiropractic, Osteopathy, and Physiotherapy (Ovid MEDLINE R).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00126"
"000307","article","no_status","Al Ghadban, Yasmina","A systematic review of prediction models for short- and longer-term outcomes in pregnant women affected by gestational diabetes (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00132"
"000308","article","no_status","Draper-Rodi, Jerry and Hohenschurz-Schmidt, David and MacMillan, Andrew and Fawkes, Carol and Thomson, Oliver and Storey, Sandy and Jebi, Wahida and Spadaccini, Jonathan and Delion, Tristan","Prevention of musculoskeletal pain and disability in Chiropractic, Osteopathy, and Physiotherapy (PEDro).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00125"
"000309","article","no_status","Al Ghadban, Yasmina","A systematic review of prediction models for short- and longer-term outcomes in pregnant women affected by gestational diabetes (Web of Science).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00133"
"000310","article","no_status","Viana, Renata Brum and Ferreira, Camila Belo Tavares and Chagas, Marléa Crescêncio","Health care management in scientific production in integrative oncology in a Latin American context: integrative review (LILACS/VHL)","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00124"
"000311","article","no_status","Viana, Renata Brum and Ferreira, Camila Belo Tavares and Chagas, Marléa Crescêncio","Health care management in scientific production in integrative oncology in a Latin American context: integrative review (EMBASE)","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00136"
"000312","article","no_status","Draper-Rodi, Jerry and Hohenschurz-Schmidt, David and MacMillan, Andrew and Fawkes, Carol and Thomson, Oliver and Storey, Sandy and Jebi, Wahida and Spadaccini, Jonathan and Delion, Tristan","Prevention of musculoskeletal pain and disability in Chiropractic, Osteopathy, and Physiotherapy (AMED).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00128"
"000313","article","no_status","Gao, Shan and Albu, Elena and Tuand, Krizia and Cossey, Veerle and Rademakers, Frank and van Calster, Ben and Wynants, Laure","Systematic review finds risk of bias and applicability concerns for models predicting central line-associated bloodstream infection (CLA-BSI) (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00113"
"000314","article","no_status","Hinrichs-Krapels, S. and Comes, Tina and Copeland, Samantha","Resilience concepts in health databases.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00114"
"000315","article","no_status","Ortuño, Duniel and Verdugo-Paiva, Francisca and Andrade, Gabriel and Labarca, Tomás and Carrasco-Labra, Alonso and Urquhart, Olivia","Oral public health research in WHO Africa region.","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00112"
"000316","article","no_status","Ewald, Hannah and Appenzeller-Herzog, Christian and Hirt, Julian and Nordhausen, Thomas","Citation tracking for systematic literature searching: a scoping review (MEDLINE).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00109"
"000317","article","no_status","Hirt, Julian and Nordhausen, Thomas and Appenzeller-Herzog, Christian and Ewald, Hannah","Citation tracking for systematic literature searching: a scoping review (LLISFT).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00106"
"000318","article","no_status","Hirt, Julian and Nordhausen, Thomas and Appenzeller-Herzog, Christian and Ewald, Hannah","Citation tracking for systematic literature searching: a scoping review (WoS).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00108"
"000319","article","no_status","Ewald, Hannah and Hirt, Julian and Nordhausen, Thomas and Appenzeller-Herzog, Christian","Citation tracking for systematic literature searching: a scoping review (CINAHL).","2023","article","searchRxiv","10.1079/SEARCHRXIV.2023.00105"
"000320","article","no_status","Nabhan, Ashraf and Kabra, Rita and Kiarie, James","Implementation strategies, facilitators, and barriers to scaling up and sustaining demand generation in family planning, a mixed-methods systematic review (Medline).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00084"
"000321","article","no_status","Straiton, Diondra and Greatorex, Jessie and Ingersoll, Brooke","The Effectiveness of Learning Collaboratives in Healthcare Settings: A Systematic Review (Medline).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00082"
"000322","article","no_status","Nabhan, Ashraf and Kabra, Rita and Kiarie, James","Implementation strategies, facilitators, and barriers to scaling up and sustaining demand generation in family planning, a mixed-methods systematic review (Scopus).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00085"
"000323","article","no_status","Nabhan, Ashraf and Kabra, Rita and Kiarie, James","Implementation strategies, facilitators, and barriers to scaling up and sustaining demand generation in family planning, a mixed-methods systematic review (Medline Clarivate).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00086"
"000324","article","no_status","Piano, Marianne and Diemer, Kristin and Hall, Michelle and Hui, Flora and Kefalianos, Elaina and Lawford, Belinda and McKibbin, Gemma and Jarden, Rebecca","A rapid review of challenges and opportunities related to diversity and inclusion as experienced by early and mid-career academics in the medicine, dentistry and health sciences fields.","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00083"
"000325","article","no_status","Nabhan, Ashraf and Kabra, Rita and Kiarie, James","Implementation strategies, facilitators, and barriers to scaling up and sustaining demand generation in family planning, a mixed-methods systematic review (Cochrane Central).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00087"
"000326","article","no_status","El Khatib, Hania and Shaikh, Madiha and Alyafei, Aisha","Understanding experiences of mental health help-seeking in Arab populations around the world: A systematic review and narrative synthesis.","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00059"
"000327","article","no_status","Moberly, H. K. and Sowers, C. A. and Duff, G. C. and Richeson, J. T. and Capik, S. F.","Cattle and Bovine Respiratory Disease and Growth or Performance (CAB Abstracts via OVID).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00068"
"000328","article","no_status","Huang, Aidan","A rapid scoping review for South-South and trilateral cooperation literature.","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00066"
"000329","article","no_status","Craven, Hannah J. and Whipple, Elizabeth C.","Pediatric ventilator liberation, systemic corticosteroids, and endotracheal tube air leak test (CINAHL).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00074"
"000330","article","no_status","Moberly, H. K. and Sowers, C. A. and Duff, G. C. and Richeson, J. T. and Capik, S. F.","Cattle and Bovine Respiratory Disease and Growth or Performance (Web of Science).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00072"
"000331","article","no_status","von Gernler, Marc and Ruthiraswaran, Abiramy and Stute, Petra","Hormonal changes of women with hypothalamic amenorrhea at entry into climacteric [Ovid MEDLINE].","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00062"
"000332","article","no_status","Craven, Hannah J. and Whipple, Elizabeth C.","Pediatric ventilator liberation, systemic corticosteroids, and endotracheal tube air leak test (MEDLINE).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00065"
"000333","article","no_status","Moberly, H. K. and Sowers, C. A. and Duff, G. C. and Richeson, J. T. and Capik, S. F.","Cattle and Bovine Respiratory Disease and Growth or Performance (AGRICOLA via ProQuest).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00069"
"000334","article","no_status","Craven, Hannah J. and Whipple, Elizabeth C.","Pediatric ventilator liberation, systemic corticosteroids, and endotracheal tube air leak test (Embase).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00073"
"000335","article","no_status","Moberly, H. K. and Sowers, C. A. and Duff, G. C. and Richeson, J. T. and Capik, S. F.","Cattle and Bovine Respiratory Disease and Growth or Performance (Embase via OVID).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00070"
"000336","article","no_status","van der Wal-Oost, A. M.","Teaching and assessing laparoscopic colorectal surgery.","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00067"
"000337","article","no_status","van der Wal-Oost, A. M.","Teaching and assessing laparoscopic colorectal surgery (Cochrane Central).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00076"
"000338","article","no_status","van der Wal-Oost, A. M.","Teaching and assessing laparoscopic colorectal surgery (Embase).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00075"
"000339","article","no_status","Moberly, H. K. and Sowers, C. A. and Duff, G. C. and Richeson, J. T. and Capik, S. F.","Cattle and Bovine Respiratory Disease and Growth or Performance (MEDLINE via OVID).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00071"
"000340","article","no_status","Hinrichs, Rachel J.","Suicide Prevention and College Students (Google Scholar).","2022","article","searchRxiv","10.1079/SEARCHRXIV.2022.00058"
"000341","article","no_status","Brbre, Igor","Covid-19 vaccination response in people taking immunosuppressants.","2021","article","searchRxiv","10.1079/SEARCHRXIV/20210426080"
"000342","article","no_status","Rethlefsen, Melissa","Systematic reviews in high impact general internal medicine journals.","2021","article","searchRxiv","10.1079/SEARCHRXIV/20210381527"
"000343","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355628"
"000344","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355626"
"000345","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350288"
"000346","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350289"
"000347","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350291"
"000348","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350284"
"000349","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350292"
"000350","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350286"
"000351","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355630"
"000352","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350287"
"000353","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355631"
"000354","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355623"
"000355","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210350285"
"000356","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355632"
"000357","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355624"
"000358","article","no_status","Haddaway, Neal R.","Metal mining impacts on social ecological systems in boreal and Arctic regions.","2021","article","searchRxiv","10.1079/SEARCHRXIV.20210355627"
